censuscode,district,state,centroid_lat,centroid_lon,area_km2
424.0,Tikamgarh,Madhya Pradesh,24.988304,78.946663,5068.28
425.0,Chhatarpur,Madhya Pradesh,24.796652,79.666144,8672.11
426.0,Panna,Madhya Pradesh,24.420461,80.191744,7092.28
427.0,Sagar,Madhya Pradesh,23.84803,78.758873,10258.35
428.0,Damoh,Madhya Pradesh,23.812785,79.527307,7349.79
429.0,Satna,Madhya Pradesh,24.532723,80.833337,7491.79
430.0,Rewa,Madhya Pradesh,24.755159,81.589623,6303.94
431.0,Umaria,Madhya Pradesh,23.564404,80.971893,4584.57
432.0,Neemuch,Madhya Pradesh,24.605643,75.144625,4194.38
433.0,Mandsaur,Madhya Pradesh,24.211338,75.405543,5681.73
434.0,Ratlam,Madhya Pradesh,23.501002,75.090087,4865.48
435.0,Ujjain,Madhya Pradesh,23.331689,75.668392,6132.28
436.0,Shajapur,Madhya Pradesh,23.579682,76.34568,6330.04
437.0,Dewas,Madhya Pradesh,22.74509,76.456403,6997.59
438.0,Dhar,Madhya Pradesh,22.497429,75.104139,8219.17
439.0,Indore,Madhya Pradesh,22.713058,75.782176,3939.76
440.0,West Nimar,Madhya Pradesh,21.920479,75.774508,8109.48
441.0,Barwani,Madhya Pradesh,21.787373,75.021316,5483.47
442.0,Rajgarh,Madhya Pradesh,23.861183,76.734644,6150.44
443.0,Vidisha,Madhya Pradesh,23.892709,77.81336,7319.96
444.0,Bhopal,Madhya Pradesh,23.47796,77.396076,2730.69
445.0,Sehore,Madhya Pradesh,22.991185,77.128585,6589.16
446.0,Raisen,Madhya Pradesh,23.21707,78.118367,8509.9
447.0,Betul,Madhya Pradesh,21.877963,77.87104,10083.38
448.0,Harda,Madhya Pradesh,22.234178,77.121103,3327.93
449.0,Hoshangabad,Madhya Pradesh,22.588285,77.988932,6722.04
450.0,Katni,Madhya Pradesh,23.7542,80.401464,5058.71
451.0,Jabalpur,Madhya Pradesh,23.232563,79.976503,5104.68
452.0,Narsimhapur,Madhya Pradesh,22.934566,79.08728,5144.76
453.0,Dindori,Madhya Pradesh,22.888939,81.056101,5698.82
454.0,Mandla,Madhya Pradesh,22.640413,80.513442,7540.58
455.0,Chhindwara,Madhya Pradesh,22.121379,78.85549,11809.16
456.0,Seoni,Madhya Pradesh,22.31565,79.690237,8749.77
457.0,Balaghat,Madhya Pradesh,21.880763,80.360611,9235.39
458.0,Guna,Madhya Pradesh,24.554642,77.20082,6320.37
459.0,Ashoknagar,Madhya Pradesh,24.609367,77.875198,4734.38
460.0,Shahdol,Madhya Pradesh,23.629001,81.472768,5681.13
461.0,Anuppur,Madhya Pradesh,23.056741,81.683994,3779.72
462.0,Sidhi,Madhya Pradesh,24.219784,81.835283,4772.14
463.0,Singrauli,Madhya Pradesh,24.21667,82.420729,5777.84
464.0,Jhabua,Madhya Pradesh,22.89059,74.67181,3469.66
465.0,Alirajpur,Madhya Pradesh,22.313841,74.364523,3376.99
466.0,East Nimar,Madhya Pradesh,21.936186,76.571439,7480.4
467.0,Burhanpur,Madhya Pradesh,21.372051,76.370196,3216.89
468.0,Kachchh,Gujarat,23.628397,69.959958,43448.04
469.0,Banas Kantha,Gujarat,24.283524,72.031936,10870.81
470.0,Patan,Gujarat,23.769356,71.752429,5770.48
471.0,Mahesana,Gujarat,23.608974,72.461924,4494.46
472.0,Sabar Kantha,Gujarat,23.659346,73.16369,7538.51
473.0,Gandhinagar,Gujarat,23.255005,72.692335,2173.94
474.0,Ahmadabad,Gujarat,22.710023,72.195952,8175.2
475.0,Surendranagar,Gujarat,22.798192,71.540113,10742.3
476.0,Rajkot,Gujarat,22.262738,70.77504,11501.07
477.0,Jamnagar,Gujarat,22.252184,69.91356,11252.03
478.0,Porbandar,Gujarat,21.653474,69.778049,2363.91
479.0,Junagadh,Gujarat,21.221482,70.553985,8514.84
480.0,Amreli,Gujarat,21.383897,71.216451,8108.38
481.0,Bhavnagar,Gujarat,21.666564,71.841052,8553.66
482.0,Anand,Gujarat,22.447978,72.777328,2966.69
483.0,Kheda,Gujarat,22.876275,73.016733,4059.85
484.0,Panch Mahals,Gujarat,22.903958,73.664142,5368.39
485.0,Dohad,Gujarat,22.857274,74.11595,3637.36
486.0,Vadodara,Gujarat,22.233081,73.531919,7623.16
487.0,Narmada,Gujarat,21.735372,73.647533,2862.47
488.0,Bharuch,Gujarat,21.786403,72.925147,5367.4
489.0,The Dangs,Gujarat,20.804353,73.701288,1787.57
490.0,Navsari,Gujarat,20.815173,73.089729,2261.9
491.0,Valsad,Gujarat,20.418519,73.114709,3048.39
492.0,Surat,Gujarat,21.265958,73.071999,4402.05
493.0,Tapi,Gujarat,21.191573,73.631189,3198.19
494.0,Diu,Daman & Diu,20.720892,70.939868,36.61
495.0,Daman,Daman & Diu,20.414065,72.852354,74.81
496.0,Dadra & Nagar Haveli,Dadara & Nagar Havelli,20.195053,73.070653,501.48
497.0,Nandurbar,Maharashtra,21.549649,74.218699,5969.19
498.0,Dhule,Maharashtra,21.109877,74.601095,7258.47
499.0,Jalgaon,Maharashtra,20.935515,75.489905,11858.42
500.0,Buldana,Maharashtra,20.511057,76.408266,9798.74
501.0,Akola,Maharashtra,20.748908,77.053286,5425.18
502.0,Washim,Maharashtra,20.23756,77.219042,5212.13
503.0,Amravati,Maharashtra,21.18784,77.572016,12236.64
504.0,Wardha,Maharashtra,20.795772,78.587639,6314.3
505.0,Nagpur,Maharashtra,21.176285,79.087574,9926.05
506.0,Bhandara,Maharashtra,21.129211,79.750896,3857.48
507.0,Gondiya,Maharashtra,21.148971,80.205352,5468.38
508.0,Garhchiroli,Maharashtra,19.784918,80.241083,14438.71
509.0,Chandrapur,Maharashtra,20.117928,79.443771,11302.18
510.0,Yavatmal,Maharashtra,20.083941,78.162227,13550.06
511.0,Nanded,Maharashtra,19.115932,77.624008,10620.8
512.0,Hingoli,Maharashtra,19.615157,77.1189,4705.82
513.0,Parbhani,Maharashtra,19.285734,76.682764,6365.21
514.0,Jalna,Maharashtra,19.818195,75.981886,7817.38
515.0,Aurangabad,Maharashtra,20.021515,75.27345,10198.13
516.0,Nashik,Maharashtra,20.259216,74.07142,15748.8
517.0,Thane,Maharashtra,19.599155,73.1509,9675.55
518.0,Mumbai Suburban,Maharashtra,19.12958,72.88507,460.51
519.0,Mumbai,Maharashtra,18.959628,72.849623,151.89
520.0,Raigarh,Maharashtra,18.517195,73.214837,7271.31
521.0,Pune,Maharashtra,18.570885,74.069082,15852.55
522.0,Ahmadnagar,Maharashtra,19.203495,74.676902,17228.58
523.0,Bid,Maharashtra,18.930415,75.869679,11117.13
524.0,Latur,Maharashtra,18.360523,76.775085,6779.11
525.0,Osmanabad,Maharashtra,18.189067,76.038788,7610.88
526.0,Solapur,Maharashtra,17.789756,75.482901,15019.62
527.0,Satara,Maharashtra,17.668588,74.173789,10635.93
528.0,Ratnagiri,Maharashtra,17.273728,73.456833,8387.24
529.0,Sindhudurg,Maharashtra,16.134315,73.739876,5143.91
530.0,Kolhapur,Maharashtra,16.469725,74.159752,7766.14
531.0,Sangli,Maharashtra,17.112018,74.769901,8650.1
532.0,Adilabad,Andhra Pradesh,19.256458,78.972134,16047.75
533.0,Nizamabad,Andhra Pradesh,18.526102,78.143941,7922.52
534.0,Karimnagar,Andhra Pradesh,18.549654,79.240902,11897.54
535.0,Medak,Andhra Pradesh,17.888002,78.215686,9774.7
536.0,Hyderabad,Andhra Pradesh,17.389835,78.46994,178.23
537.0,Rangareddy,Andhra Pradesh,17.288044,78.177394,7562.93
538.0,Mahbubnagar,Andhra Pradesh,16.498531,78.146134,18412.18
539.0,Nalgonda,Andhra Pradesh,17.067799,79.288681,14090.38
540.0,Warangal,Andhra Pradesh,17.955165,79.799226,12801.3
541.0,Khammam,Andhra Pradesh,17.596912,80.6873,16063.32
542.0,Srikakulam,Andhra Pradesh,18.578563,83.988096,6332.3
543.0,Vizianagaram,Andhra Pradesh,18.46738,83.379276,5597.62
544.0,Visakhapatnam,Andhra Pradesh,17.890899,82.692473,11433.16
545.0,East Godavari,Andhra Pradesh,17.188549,82.011832,10838.16
546.0,West Godavari,Andhra Pradesh,16.89462,81.402263,7763.2
547.0,Krishna,Andhra Pradesh,16.562644,80.800667,8551.85
548.0,Guntur,Andhra Pradesh,16.298807,80.091523,11425.55
549.0,Prakasam,Andhra Pradesh,15.621337,79.515797,17710.48
550.0,Sri Potti Sriramulu Nellore,Andhra Pradesh,14.426802,79.734401,13118.79
551.0,Y.s.r.,Andhra Pradesh,14.459869,78.783565,15164.41
552.0,Kurnool,Andhra Pradesh,15.533622,78.00615,17853.68
553.0,Anantapur,Andhra Pradesh,14.481028,77.576878,19274.63
554.0,Chittoor,Andhra Pradesh,13.467228,79.014303,15179.97
555.0,Belgaum,Karnataka,16.119442,74.822982,13531.62
556.0,Bagalkot,Karnataka,16.220549,75.625376,6619.3
557.0,Bijapur,Karnataka,16.793724,75.953096,10575.71
558.0,Bidar,Karnataka,17.952829,77.226454,5463.62
559.0,Raichur,Karnataka,16.089474,76.893147,8483.95
560.0,Koppal,Karnataka,15.561749,76.221866,5600.76
561.0,Gadag,Karnataka,15.431066,75.666278,4678.38
562.0,Dharwad,Karnataka,15.389352,75.153839,4314.01
563.0,Uttara Kannada,Karnataka,14.79409,74.622917,10302.67
564.0,Haveri,Karnataka,14.738084,75.417714,4849.5
565.0,Bellary,Karnataka,15.109563,76.533357,8485.49
566.0,Chitradurga,Karnataka,14.167503,76.516426,8491.91
567.0,Davanagere,Karnataka,14.408032,75.95477,5985.58
568.0,Shimoga,Karnataka,14.043553,75.22065,8519.75
569.0,Udupi,Karnataka,13.466689,74.883498,3905.68
570.0,Chikmagalur,Karnataka,13.454274,75.691344,7267.06
571.0,Tumkur,Karnataka,13.520228,76.947667,10657.5
572.0,Bangalore,Karnataka,12.950835,77.595936,2188.36
573.0,Mandya,Karnataka,12.610356,76.797957,4968.82
574.0,Hassan,Karnataka,12.995356,76.109064,6854.87
575.0,Dakshina Kannada,Karnataka,12.838221,75.266651,4630.4
576.0,Kodagu,Karnataka,12.324364,75.803275,4140.76
577.0,Mysore,Karnataka,12.208802,76.442119,6341.15
578.0,Chamrajnagar,Karnataka,11.956894,77.099755,5688.87
579.0,Gulbarga,Karnataka,17.260174,76.869488,11010.22
580.0,Yadgir,Karnataka,16.626412,76.913636,5304.62
581.0,Kolar,Karnataka,13.139328,78.217693,3991.65
582.0,Chikkaballapura,Karnataka,13.578232,77.836189,4227.44
583.0,Bangalore Rural,Karnataka,13.225668,77.575011,2312.02
584.0,Ramanagara,Karnataka,12.678547,77.336499,3527.42
585.0,North Goa,Goa,15.552533,73.980657,1702.75
586.0,South Goa,Goa,15.196355,74.118436,1974.03
587.0,Lakshadweep,Lakshadweep,11.091062,72.735057,676.16
588.0,Kasaragod,Kerala,12.462818,75.153682,1982.7
589.0,Kannur,Kerala,12.000633,75.526238,2971.85
590.0,Wayanad,Kerala,11.711246,76.098133,2143.21
591.0,Kozhikode,Kerala,11.484801,75.834361,2348.05
592.0,Malappuram,Kerala,11.132066,76.155781,3586.64
593.0,Palakkad,Kerala,10.794641,76.558584,4510.56
594.0,Thrissur,Kerala,10.471178,76.31615,3044.03
595.0,Ernakulam,Kerala,10.057658,76.472682,2423.48
596.0,Idukki,Kerala,9.882198,77.027463,5026.68
597.0,Kottayam,Kerala,9.637065,76.650919,2221.44
598.0,Alappuzha,Kerala,9.423558,76.44958,1428.57
599.0,Pathanamthitta,Kerala,9.284061,76.928967,2655.38
600.0,Kollam,Kerala,8.960991,76.87487,2497.9
601.0,Thiruvananthapuram,Kerala,8.608458,77.015,2187.97
602.0,Thiruvallur,Tamil Nadu,13.243085,79.939968,3256.12
603.0,Chennai,Tamil Nadu,13.064698,80.25231,128.42
604.0,Kancheepuram,Tamil Nadu,12.695165,79.947867,4622.08
605.0,Vellore,Tamil Nadu,12.812269,79.010374,6072.56
606.0,Tiruvannamalai,Tamil Nadu,12.431083,79.167693,6187.1
607.0,Viluppuram,Tamil Nadu,11.973468,79.292148,7187.49
608.0,Salem,Tamil Nadu,11.674058,78.222146,5225.92
609.0,Namakkal,Tamil Nadu,11.316252,78.136139,3411.78
610.0,Erode,Tamil Nadu,11.515201,77.414302,5780.75
611.0,The Nilgiris,Tamil Nadu,11.455893,76.641877,2566.66
612.0,Dindigul,Tamil Nadu,10.38976,77.820035,6084.43
613.0,Karur,Tamil Nadu,10.842978,78.133091,2899.08
614.0,Tiruchirappalli,Tamil Nadu,10.888914,78.570439,4514.69
615.0,Perambalur,Tamil Nadu,11.27334,78.893015,1754.66
616.0,Ariyalur,Tamil Nadu,11.160536,79.244223,1951.9
617.0,Cuddalore,Tamil Nadu,11.535031,79.450898,3701.1
618.0,Nagappattinam,Tamil Nadu,10.849429,79.7389,2485.92
619.0,Thiruvarur,Tamil Nadu,10.679886,79.535996,2272.39
620.0,Thanjavur,Tamil Nadu,10.671518,79.241305,3394.23
621.0,Pudukkottai,Tamil Nadu,10.358622,78.881243,4660.33
622.0,Sivaganga,Tamil Nadu,9.915088,78.59866,4257.54
623.0,Madurai,Tamil Nadu,9.920963,78.006294,3703.09
624.0,Theni,Tamil Nadu,9.890243,77.439358,2862.07
625.0,Virudunagar,Tamil Nadu,9.483973,77.94309,4394.73
626.0,Ramanathapuram,Tamil Nadu,9.440134,78.673284,3951.06
627.0,Thoothukkudi,Tamil Nadu,8.890839,78.00443,4641.14
628.0,Tirunelveli,Tamil Nadu,8.798697,77.541954,6819.09
629.0,Kanniyakumari,Tamil Nadu,8.306941,77.361429,1695.06
630.0,Dharmapuri,Tamil Nadu,12.096885,78.195788,4524.7
631.0,Krishnagiri,Tamil Nadu,12.489038,78.032694,5152.29
632.0,Coimbatore,Tamil Nadu,10.874524,76.97558,4673.05
633.0,Tiruppur,Tamil Nadu,10.838129,77.405415,5220.23
634.0,Yanam,Puducherry,16.726649,82.25456,37.81
635.0,Puducherry,Puducherry,11.912098,79.732999,299.92
636.0,Mahe,Puducherry,11.726678,75.541538,9.93
637.0,Karaikal,Puducherry,10.934378,79.802063,153.21
638.0,Nicobar,Andaman & Nicobar Island,7.516872,93.602851,1782.98
639.0,North & Middle Andaman,Andaman & Nicobar Island,12.837902,92.867521,3505.18
640.0,South Andaman,Andaman & Nicobar Island,11.519264,92.64896,2529.69
